episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main-temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
165,500,450900,"[0.0, 10.0, 0.0, 22.648221329203608, 22.828755283815717, 21.070111725625953]",,,,,TRUE,2307.69,1,-1.008968616,36309.81415,TRUE
166,500,450900,"[0.0, 10.0, 0.0, 22.372877591786228, 22.519771619838643, 20.794767988208573]",,,,,TRUE,2319.678,1,-1.06919826,36844.25433,TRUE
167,3,3600,"[0.0, 10.0, -2.997, 14.681200669309806, 8.783740095543374, 10.611872903114758]",,,,,TRUE,-23.976,0,3.356178933,36833.41483,TRUE
168,500,450900,"[0.0, 10.0, 0.0, 22.477510093627682, 22.65543808672159, 20.899400490050027]",,,,,TRUE,2313.684,1,-1.036228556,37377.55606,TRUE
169,3,3600,"[0.0, 10.0, -2.997, 15.961042445792565, 9.57526478845298, 10.86774692080269]",,,,,TRUE,-23.976,0,3.041991136,37367.0297,TRUE
170,500,450900,"[0.0, 10.0, 0.0, 23.116907482458256, 23.308665387125675, 21.538797878880604]",,,,,TRUE,2313.684,1,-0.935038068,37899.85497,TRUE
171,500,450900,"[0.0, 10.0, 2.997, 21.974253854973988, 24.36243333771184, 20.396144251396333]",,,,,TRUE,2325.672,2,-2,38422.91548,TRUE
172,500,450900,"[0.0, 10.0, 0.0, 22.818018160823758, 23.002136728063235, 21.239908557246103]",,,,,TRUE,2349.648,1,-0.98193165,38933.03861,TRUE
173,0,900,"[0.0, 10.0, -2.997, 11.493621042464879, 8.16346532934219, 11.920104136777862]",,,,,TRUE,-5.994,0,3.689418649,38929.34919,TRUE
174,500,450900,"[0.0, 10.0, 0.0, 23.113973750581916, 23.305622059439532, 21.53586414700426]",,,,,TRUE,2337.66,1,-0.935507185,39438.3568,TRUE
175,500,450900,"[0.0, 10.0, 0.0, 22.684763042637314, 22.861123241005604, 21.10665343905966]",,,,,TRUE,2295.702,1,-1.005658498,39936.92156,TRUE
176,500,450900,"[0.0, 10.0, 2.997, 22.58507937220767, 25.7610093991495, 21.006969768630015]",,,,,TRUE,2313.684,2,-0.769316106,40441.9821,TRUE
177,500,450900,"[0.0, 10.0, 2.997, 22.47552054348111, 25.514128338927957, 20.897410939903455]",,,,,TRUE,2343.654,2,-0.861213819,40919.42415,TRUE
178,500,450900,"[0.0, 10.0, 2.997, 21.578605459448713, 24.69949490438298, 20.00049585587106]",,,,,TRUE,2313.684,2,-0.164483346,41441.42847,TRUE
179,500,450900,"[0.0, 10.0, 2.997, 22.527090641397546, 25.67424087394353, 20.94898103781989]",,,,,TRUE,2307.69,2,-0.793390783,41978.35749,TRUE
180,500,450900,"[0.0, 10.0, 2.997, 22.68472094262618, 25.835200990254684, 21.106611339048523]",,,,,TRUE,2349.648,2,-0.767569056,42479.98715,TRUE
181,500,450900,"[0.0, 10.0, 2.997, 21.381842726459208, 24.521246528905806, 19.803733122881553]",,,,,TRUE,2289.708,2,-0.135896423,43018.94359,TRUE
182,500,450900,"[0.0, 10.0, 2.997, 21.796670061995943, 24.951268651535635, 20.21856045841829]",,,,,TRUE,2313.684,2,-0.15210606,43572.04763,TRUE
183,500,450900,"[0.0, 10.0, 0.0, 21.828441107045613, 21.346925158032743, 20.250331503467958]",,,,,TRUE,2301.696,1,-2.25,44113.19781,TRUE
184,0,900,"[0.0, 10.0, -2.997, 14.866366307181906, 8.863324793109696, 10.265487873608775]",,,,,TRUE,-5.994,0,3.3624215,44109.83539,TRUE
185,500,450900,"[0.0, 10.0, 2.997, 22.5828966592966, 25.731214847411835, 21.004787055718946]",,,,,TRUE,2313.684,2,-0.784192158,44649.74428,TRUE
186,500,450900,"[0.0, 10.0, 2.997, 22.01064104230789, 25.038118042310735, 20.432531438730233]",,,,,TRUE,2301.696,2,-0.946716883,45164.50852,TRUE
187,500,450900,"[0.0, 10.0, 0.0, 22.259528254969833, 21.79327887353781, 20.68141865139218]",,,,,TRUE,2301.696,1,-2.25,45706.312,TRUE
188,500,450900,"[0.0, 10.0, 0.0, 21.674501276222763, 21.19462007142317, 20.096391672645108]",,,,,TRUE,2295.702,1,-2.25,46255.22609,TRUE
189,500,450900,"[0.0, 10.0, 2.997, 21.998679284629393, 25.027172148574017, 20.420569681051735]",,,,,TRUE,2313.684,2,-0.948210684,46792.59708,TRUE
190,500,450900,"[0.0, 10.0, 2.997, 21.748681100689907, 24.132085683963975, 20.170571497112253]",,,,,TRUE,2313.684,2,-2,47334.84157,TRUE
191,500,450900,"[0.0, 10.0, 2.997, 20.908133547609967, 23.8831665329403, 19.330023944032312]",,,,,TRUE,2313.684,2,-0.286410439,47872.02843,TRUE
192,1,1800,"[0.0, 10.0, -2.997, 11.547583545686708, 8.612354930243507, 12.909936461571688]",,,,,TRUE,-11.988,0,3.520295694,47865.44879,TRUE
193,500,450900,"[0.0, 10.0, 2.997, 21.921437085994945, 24.948016026868146, 20.34332748241729]",,,,,TRUE,2223.774,2,-0.963160858,48305.65731,TRUE
194,500,450900,"[0.0, 10.0, 0.0, 22.70539320458106, 22.88840298097087, 21.127283601003406]",,,,,TRUE,2307.69,1,-0.999146012,48840.07988,TRUE
195,500,450900,"[0.0, 10.0, 0.0, 22.598984081257385, 22.77848874910417, 21.02087447767973]",,,,,TRUE,2319.678,1,-1.016914283,49388.09689,TRUE
196,500,450900,"[0.0, 10.0, 2.997, 22.395323649422913, 25.53968192753993, 20.817214045845258]",,,,,TRUE,2325.672,2,-0.815412236,49921.90765,TRUE
197,500,450900,"[0.0, 10.0, 2.997, 21.982676562180806, 25.010608350747617, 20.40456695860315]",,,,,TRUE,2313.684,2,-0.951391603,50470.38287,TRUE
198,500,450900,"[0.0, 10.0, 2.997, 22.446563740197433, 24.981311145325847, 20.86845413661978]",,,,,TRUE,2337.66,2,-0.449876806,50979.21772,TRUE
199,500,450900,"[0.0, 10.0, 2.997, 21.312801552682835, 24.455644759174074, 19.73469194910518]",,,,,TRUE,2283.714,2,-0.129532936,51502.36991,TRUE
200,500,450900,"[0.0, 10.0, 2.997, 22.0306579534054, 24.556353608204006, 20.452548349827744]",,,,,TRUE,2313.684,2,-2,52042.16989,TRUE
201,500,450900,"[0.0, 10.0, 2.997, 22.114077386164226, 25.252507834489762, 20.535967782586575]",,,,,TRUE,2313.684,2,-0.863824379,52592.43981,TRUE
202,500,450900,"[0.0, 10.0, 2.997, 22.10762600946586, 25.138196094153823, 20.529516405888206]",,,,,TRUE,2313.684,2,-0.927852218,53147.7134,TRUE
203,500,450900,"[0.0, 10.0, 2.997, 22.055878856499977, 25.085356497170544, 20.47776925292232]",,,,,TRUE,2325.672,2,-0.937537543,53664.47302,TRUE
204,500,450900,"[0.0, 10.0, 2.997, 22.00741770304832, 25.143584089696425, 20.429308099470664]",,,,,TRUE,2301.696,2,-0.882741888,54208.89814,TRUE
205,500,450900,"[0.0, 10.0, 0.0, 22.424204349224595, 22.59511150605523, 20.84609474564694]",,,,,TRUE,2337.66,1,-1.048190149,54731.14552,TRUE
206,500,450900,"[0.0, 10.0, 2.997, 21.98933237394821, 24.513109979997274, 20.411222770370554]",,,,,TRUE,2313.684,2,-2,55283.56678,TRUE
207,500,450900,"[0.0, 10.0, 2.997, 22.27270334722581, 25.437364377581616, 20.694593743648156]",,,,,TRUE,2325.672,2,-0.823668155,55827.0215,TRUE
208,500,450900,"[0.0, 10.0, 0.0, 22.190632764640654, 21.72270567852396, 20.612523161063]",,,,,TRUE,2307.69,1,-2.25,56366.31373,TRUE
209,500,450900,"[0.0, 10.0, 2.997, 22.11054436981772, 25.14117606455559, 20.532434766240065]",,,,,TRUE,2325.672,2,-0.927308605,56911.23519,TRUE
210,500,450900,"[0.0, 10.0, 2.997, 22.382018790877567, 25.526108436833297, 20.803909187299915]",,,,,TRUE,2325.672,2,-0.817651361,57463.599,TRUE
211,500,450900,"[0.0, 10.0, 0.0, 22.952224438140178, 23.140234225072927, 21.374114834562523]",,,,,TRUE,2331.666,1,-0.96043429,57996.32991,TRUE
212,500,450900,"[0.0, 10.0, 2.997, 22.23533739144291, 25.268884227215885, 20.657227787865256]",,,,,TRUE,2331.666,2,-0.904150268,58544.16401,TRUE
213,500,450900,"[0.0, 10.0, 0.0, 22.535061102118014, 22.708318777938125, 20.95695149854036]",,,,,TRUE,2307.69,1,-1.029897403,59106.37756,TRUE
214,500,450900,"[0.0, 10.0, 2.997, 22.10516727117322, 25.135908687934617, 20.527057667595564]",,,,,TRUE,2307.69,2,-0.928176225,59661.16374,TRUE
215,500,450900,"[0.0, 10.0, 2.997, 22.201218322820882, 25.23403515268559, 20.623108719243227]",,,,,TRUE,2295.702,2,-0.910393362,60218.37351,TRUE
216,500,450900,"[0.0, 10.0, 2.997, 22.016488148505754, 25.04513373527501, 20.4383785449281]",,,,,TRUE,2319.678,2,-0.944970043,60757.65571,TRUE
217,500,450900,"[0.0, 10.0, 2.997, 22.0786530412001, 24.604316776370624, 20.500543437622444]",,,,,TRUE,2331.666,2,-2,61310.29351,TRUE
218,1,1800,"[0.0, 10.0, -2.997, 13.592630160512208, 9.522378036460566, 13.235999457441395]",,,,,TRUE,-11.988,0,3.148335395,61304.54668,TRUE
219,500,450900,"[0.0, 10.0, 2.997, 21.980994848395543, 24.50459643938747, 20.402885244817888]",,,,,TRUE,2325.672,2,-2,61831.8992,TRUE
220,500,450900,"[0.0, 10.0, 2.997, 21.97704685674887, 24.501895091720144, 20.398937253171212]",,,,,TRUE,2301.696,2,-2,62388.04689,TRUE
221,500,450900,"[0.0, 10.0, 2.997, 22.120192428961914, 25.15131151789273, 20.54208282538426]",,,,,TRUE,2307.69,2,-0.925343268,62942.41057,TRUE
222,500,450900,"[0.0, 10.0, 0.0, 22.494344275341657, 22.66673219039503, 20.916234671764002]",,,,,TRUE,2307.69,1,-1.036587559,63497.31596,TRUE
223,500,450900,"[0.0, 10.0, 0.0, 22.57834262716301, 22.757401354931172, 21.000233023585356]",,,,,TRUE,2295.702,1,-1.020268138,64042.12112,TRUE
224,500,450900,"[0.0, 10.0, 2.997, 22.251257619298908, 25.392574492502682, 20.673148015721253]",,,,,TRUE,2295.702,2,-0.839961259,64591.89376,TRUE
225,500,450900,"[0.0, 10.0, 2.997, 22.13197539383272, 25.16326994978635, 20.553865790255067]",,,,,TRUE,2307.69,2,-0.923199058,65110.3741,TRUE
226,500,450900,"[0.0, 10.0, 2.997, 22.354577556558237, 25.498085249160336, 20.776467952980582]",,,,,TRUE,2331.666,2,-0.82229826,65655.31217,TRUE
227,500,450900,"[0.0, 10.0, 2.997, 22.16646342936133, 25.305942436102576, 20.588353825783674]",,,,,TRUE,2331.666,2,-0.85468312,66178.64037,TRUE
228,500,450900,"[0.0, 10.0, 2.997, 21.491884697662258, 24.503499810189517, 19.913775094084603]",,,,,TRUE,2307.69,2,-0.261489885,66729.42372,TRUE
229,500,450900,"[0.0, 10.0, 2.997, 22.19207135367663, 25.332090974090903, 20.613961750098976]",,,,,TRUE,2325.672,2,-0.85022532,67270.93458,TRUE
230,500,450900,"[0.0, 10.0, 2.997, 21.98363087317509, 25.01158339238019, 20.405521269597436]",,,,,TRUE,2271.726,2,-0.951209461,67798.13978,TRUE
231,500,450900,"[0.0, 10.0, 2.997, 22.169906567007562, 25.309506022952014, 20.591796963429907]",,,,,TRUE,2295.702,2,-0.85405588,68361.22665,TRUE
232,500,450900,"[0.0, 10.0, 2.997, 22.2052097837279, 25.345506771992852, 20.627100180150244]",,,,,TRUE,2301.696,2,-0.847944891,68911.35009,TRUE
233,500,450900,"[0.0, 10.0, 0.0, 23.117617984464264, 23.309119425444514, 21.53950838088661]",,,,,TRUE,2325.672,1,-0.935063145,69459.64887,TRUE
234,500,450900,"[0.0, 10.0, 2.997, 21.962109817394925, 25.097050972950836, 20.38400021381727]",,,,,TRUE,2331.666,2,-0.891028555,70006.33728,TRUE
235,0,900,"[0.0, 10.0, -2.997, 13.484594207575606, 9.564389675846112, 10.784023397637279]",,,,,TRUE,-5.994,0,3.44588585,70002.8914,TRUE
236,500,450900,"[0.0, 10.0, 2.997, 22.119073256652033, 25.257551800594324, 20.540963653074378]",,,,,TRUE,2325.672,2,-0.862978851,70527.76518,TRUE
237,500,450900,"[0.0, 10.0, 0.0, 22.340338407915702, 22.486548595308683, 20.762228804338047]",,,,,TRUE,2325.672,1,-1.074714308,71073.27565,TRUE
238,500,450900,"[0.0, 10.0, 2.997, 22.144985092416867, 25.28274190936459, 20.566875488839212]",,,,,TRUE,2325.672,2,-0.859151799,71627.90662,TRUE
239,500,450900,"[0.0, 10.0, 2.997, 21.94928319103265, 24.976510006869976, 20.371173587454997]",,,,,TRUE,2295.702,2,-0.957772572,72199.63308,TRUE
240,500,450900,"[0.0, 10.0, 2.997, 22.035957783451458, 24.56071970819251, 20.457848179873803]",,,,,TRUE,2331.666,2,-2,72742.838,TRUE
241,500,450900,"[0.0, 10.0, 2.997, 21.929469073518487, 25.09155565355858, 20.35135946994083]",,,,,TRUE,2325.672,2,-0.880783663,73276.27652,TRUE
242,500,450900,"[0.0, 10.0, 2.997, 22.3869311034482, 25.55406157442725, 20.808821499870547]",,,,,TRUE,2325.672,2,-0.804396226,73812.42809,TRUE
243,500,450900,"[0.0, 10.0, 2.997, 21.748670628348165, 24.770614485932636, 20.17056102477051]",,,,,TRUE,2325.672,2,-0.997633982,74338.74567,TRUE
244,500,450900,"[0.0, 10.0, 2.997, 22.243745641757904, 25.384856266746816, 20.66563603818025]",,,,,TRUE,2289.708,2,-0.841282077,74907.12858,TRUE
245,500,450900,"[0.0, 10.0, 2.997, 22.023277430396384, 25.052066352440853, 20.44516782681873]",,,,,TRUE,2283.714,2,-0.943685312,75479.73677,TRUE
246,500,450900,"[0.0, 10.0, 2.997, 21.998754333344642, 25.134469563118987, 20.420644729766988]",,,,,TRUE,2307.69,2,-0.884446888,76030.78459,TRUE
247,500,450900,"[0.0, 10.0, 2.997, 21.642279345882866, 24.63414047081406, 20.06416974230521]",,,,,TRUE,2319.678,2,-1.037523913,76572.64294,TRUE
248,500,450900,"[0.0, 10.0, 2.997, 22.26406345475257, 25.4056030129304, 20.685953851174915]",,,,,TRUE,2313.684,2,-0.837784554,77105.08015,TRUE
249,1,1800,"[0.0, 10.0, -2.997, 12.815032584080337, 8.777081839990052, 12.22648046436494]",,,,,TRUE,-11.988,0,3.4435403,77098.64096,TRUE
250,500,450900,"[0.0, 10.0, 0.0, 22.50543021988511, 22.67805217239364, 20.927320616307455]",,,,,TRUE,2319.678,1,-1.034763856,77652.10884,TRUE
251,500,450900,"[0.0, 10.0, 2.997, 22.509096124781827, 25.548422916358522, 20.930986521204172]",,,,,TRUE,2301.696,2,-0.855333483,78199.05859,TRUE
252,1,1800,"[0.0, 10.0, -2.997, 11.658409102831286, 8.458106409200152, 12.066154581478463]",,,,,TRUE,-11.988,0,3.631547452,78192.33127,TRUE
253,500,450900,"[0.0, 10.0, 0.0, 22.16775282563905, 22.31031962559801, 20.589643222061394]",,,,,TRUE,2331.666,1,-1.10442418,78717.54097,TRUE
254,500,450900,"[0.0, 10.0, 0.0, 22.47378677860731, 22.62280140742738, 20.895677175029654]",,,,,TRUE,2301.696,1,-1.052253702,79253.73916,TRUE
255,500,450900,"[0.0, 10.0, 2.997, 22.144299203513985, 25.28308705802263, 20.56618959993633]",,,,,TRUE,2301.696,2,-0.85868152,79803.56969,TRUE
256,500,450900,"[0.0, 10.0, 2.997, 22.04136341509635, 25.069489000847163, 20.463253811518697]",,,,,TRUE,2301.696,2,-0.940906168,80365.50258,TRUE
257,500,450900,"[0.0, 10.0, 0.0, 22.399493731756145, 22.574786901646696, 20.821384128178494]",,,,,TRUE,2319.678,1,-1.049667318,80886.39484,TRUE
258,500,450900,"[0.0, 10.0, 2.997, 21.8587142021111, 24.379732131027552, 20.280604598533444]",,,,,TRUE,2325.672,2,-2,81437.85451,TRUE
259,500,450900,"[0.0, 10.0, 2.997, 21.91244258022002, 24.932949112394677, 20.334332976642365]",,,,,TRUE,2289.708,2,-0.968563402,81982.91254,TRUE
260,500,450900,"[0.0, 10.0, 2.997, 21.816418464896486, 24.840840343205535, 20.23830886131883]",,,,,TRUE,2301.696,2,-0.983557704,82551.31363,TRUE
261,500,450900,"[0.0, 10.0, 2.997, 22.476366557876872, 25.645385117687923, 20.898256954299217]",,,,,TRUE,2319.678,2,-0.789545425,83096.4671,TRUE
262,500,450900,"[0.0, 10.0, 2.997, 21.893257680755497, 24.91930173182913, 20.31514807717784]",,,,,TRUE,2295.702,2,-0.968566871,83645.85664,TRUE
263,500,450900,"[0.0, 10.0, 2.997, 21.935073356589374, 24.962000184992075, 20.35696375301172]",,,,,TRUE,2307.69,2,-0.960499737,84203.98438,TRUE
264,500,450900,"[0.0, 10.0, 2.997, 21.919822841105983, 24.44213348224613, 20.341713237528324]",,,,,TRUE,2325.672,2,-2,84752.20796,TRUE
265,500,450900,"[0.0, 10.0, 2.997, 22.711640415617474, 25.890526160096826, 21.133530812039822]",,,,,TRUE,2307.69,2,-0.748795294,85303.57097,TRUE
266,500,450900,"[0.0, 10.0, 0.0, 22.308343681371582, 22.453865709093854, 20.730234077793927]",,,,,TRUE,2325.672,1,-1.080172101,85834.14907,TRUE
267,500,450900,"[0.0, 10.0, 2.997, 22.014072348182093, 24.539417861171128, 20.43596274460444]",,,,,TRUE,2301.696,2,-2,86405.02755,TRUE
268,500,450900,"[0.0, 10.0, 0.0, 22.50587548221235, 22.678506834727656, 20.927765878634695]",,,,,TRUE,2301.696,1,-1.034690664,86955.73132,TRUE
269,500,450900,"[0.0, 10.0, 2.997, 22.498052086226252, 25.667518283313658, 20.919942482648594]",,,,,TRUE,2331.666,2,-0.785977294,87492.4264,TRUE
270,0,900,"[0.0, 10.0, -2.997, 14.420475122298157, 8.937910910187068, 11.270136336078108]",,,,,TRUE,-5.994,0,3.313434853,87489.11297,TRUE
271,500,450900,"[0.0, 10.0, 0.0, 22.54907315596309, 22.727524146157496, 20.970963552385435]",,,,,TRUE,2331.666,1,-1.025026687,88021.04545,TRUE
272,500,450900,"[0.0, 10.0, 2.997, 21.57788200870934, 24.59131263084001, 19.999772405131687]",,,,,TRUE,2289.708,2,-0.26504432,88569.4921,TRUE
273,500,450900,"[0.0, 10.0, 2.997, 22.701484862501143, 25.88015345017589, 21.123375258923488]",,,,,TRUE,2331.666,2,-0.750419175,89084.44146,TRUE
274,500,450900,"[0.0, 10.0, 2.997, 21.600779747543992, 24.116342197083956, 20.022670143966337]",,,,,TRUE,2295.702,2,-2,89640.18643,TRUE
275,500,450900,"[0.0, 10.0, 2.997, 21.901071424018195, 24.92728043127383, 20.32296182044054]",,,,,TRUE,2295.702,2,-0.967054647,90206.18034,TRUE
276,500,450900,"[0.0, 10.0, 0.0, 22.949732808913705, 23.13769045863289, 21.37162320533605]",,,,,TRUE,2331.666,1,-0.960820089,90744.20328,TRUE
277,500,450900,"[0.0, 10.0, 0.0, 22.405333105774908, 22.575852043969288, 20.827223502197253]",,,,,TRUE,2283.714,1,-1.051325541,91285.18968,TRUE
278,500,450900,"[0.0, 10.0, 2.997, 21.726872801332437, 24.885727923538152, 20.148763197754782]",,,,,TRUE,2313.684,2,-0.141969191,91833.97492,TRUE
279,500,450900,"[0.0, 10.0, 2.997, 21.945532190782014, 24.46838512298368, 20.36742258720436]",,,,,TRUE,2319.678,2,-2,92394.04276,TRUE
280,500,450900,"[0.0, 10.0, 0.0, 22.675614925853854, 22.85673736750996, 21.0975053222762]",,,,,TRUE,2313.684,1,-1.004561726,92957.42052,TRUE
281,500,450900,"[0.0, 10.0, 2.997, 22.084782407979752, 25.11487023692436, 20.506672804402097]",,,,,TRUE,2319.678,2,-0.932116942,93524.9596,TRUE
282,500,450900,"[0.0, 10.0, 2.997, 21.773060623066726, 24.790611698601484, 20.19495101948907]",,,,,TRUE,2289.708,2,-0.995929332,94072.4053,TRUE
283,500,450900,"[0.0, 10.0, 2.997, 22.523562770793045, 25.0599356956952, 20.94545316721539]",,,,,TRUE,2325.672,2,-0.411060715,94617.89237,TRUE
284,500,450900,"[0.0, 10.0, 0.0, 22.418433546551842, 22.58921887488944, 20.840323942974187]",,,,,TRUE,2307.69,1,-1.049149748,95173.15279,TRUE
285,500,450900,"[0.0, 10.0, 2.997, 22.204529037471772, 25.237144980252594, 20.626419433894117]",,,,,TRUE,2319.678,2,-0.909946602,95727.27262,TRUE
286,500,450900,"[0.0, 10.0, 2.997, 22.2753134213594, 25.417089916824963, 20.697203817781745]",,,,,TRUE,2313.684,2,-0.835852808,96274.82227,TRUE
287,500,450900,"[0.0, 10.0, 2.997, 22.078893431895146, 25.216523732117277, 20.500783828317488]",,,,,TRUE,2295.702,2,-0.870060106,96831.17122,TRUE
288,500,450900,"[0.0, 10.0, 2.997, 22.867075636457876, 26.050288294965675, 21.28896603288022]",,,,,TRUE,2319.678,2,-0.723692412,97379.57409,TRUE
289,500,450900,"[0.0, 10.0, 2.997, 21.831666857280634, 24.35315939684868, 20.25355725370298]",,,,,TRUE,2301.696,2,-2,97941.50317,TRUE
290,500,450900,"[0.0, 10.0, 2.997, 23.152050518200138, 26.341550334320473, 21.573940914622483]",,,,,TRUE,2301.696,2,-0.679710077,98486.32757,TRUE
291,5,5400,"[0.0, 10.0, -2.997, 12.999820099436585, 8.0631758593156, 10.301985065086642]",,,,,TRUE,-11.988,0,3.697149432,98468.95624,TRUE
292,1,1800,"[0.0, 10.0, -2.997, 11.567439544589327, 9.335862505058106, 14.96580724859224]",,,,,TRUE,-11.988,0,3.130273395,98464.00548,TRUE
293,500,450900,"[0.0, 10.0, 0.0, 22.576506355380776, 22.75553649298118, 20.99839675180312]",,,,,TRUE,2295.702,1,-1.020561134,99029.47521,TRUE
294,500,450900,"[0.0, 10.0, 2.997, 22.039642288664016, 24.559584952739996, 20.46153268508636]",,,,,TRUE,2319.678,2,-2,99560.35231,TRUE
295,500,450900,"[0.0, 10.0, 2.997, 21.238814118184603, 24.380095825751948, 19.660704514606948]",,,,,TRUE,2289.708,2,-0.127980411,100115.1682,TRUE
296,500,450900,"[0.0, 10.0, 2.997, 21.835893539439866, 24.962226996007193, 20.25778393586221]",,,,,TRUE,2319.678,2,-0.917534137,100630.4356,TRUE
297,500,450900,"[0.0, 10.0, 2.997, 22.460034904303786, 25.628708683525893, 20.88192530072613]",,,,,TRUE,2313.684,2,-0.792243676,101187.906,TRUE
298,500,450900,"[0.0, 10.0, 2.997, 21.772176760440175, 24.795664643863404, 20.19406715686252]",,,,,TRUE,2289.708,2,-0.992290132,101753.1022,TRUE
299,500,450900,"[0.0, 10.0, 2.997, 22.085940652208592, 25.251333169118723, 20.507831048630937]",,,,,TRUE,2313.684,2,-0.853194328,102306.827,TRUE
300,500,450900,"[0.0, 10.0, 0.0, 22.58575076057619, 22.766302730190738, 21.007641156998535]",,,,,TRUE,2307.69,1,-1.018365758,102869.9613,TRUE
301,500,450900,"[0.0, 10.0, 2.997, 22.097458515164746, 25.127813951981523, 20.519348911587088]",,,,,TRUE,2313.684,2,-0.929748312,103406.1747,TRUE
302,500,450900,"[0.0, 10.0, 0.0, 22.295808949014727, 22.46400554772528, 20.717699345437072]",,,,,TRUE,2325.672,1,-1.069724821,103932.8274,TRUE
303,500,450900,"[0.0, 10.0, 2.997, 21.90636455291233, 24.423490929463146, 20.328254949334674]",,,,,TRUE,2325.672,2,-2,104450.2364,TRUE
304,500,450900,"[0.0, 10.0, 2.997, 21.683124764363757, 24.20148345635034, 20.105015160786103]",,,,,TRUE,2319.678,2,-2,104972.8309,TRUE
305,500,450900,"[0.0, 10.0, 2.997, 22.302458728452265, 25.467795690744207, 20.72434912487461]",,,,,TRUE,2313.684,2,-0.818599882,105551.2845,TRUE
306,500,450900,"[0.0, 10.0, 2.997, 21.859314727767217, 24.883596585847872, 20.28120512418956]",,,,,TRUE,2295.702,2,-0.975819471,106121.3656,TRUE
307,500,450900,"[0.0, 10.0, 2.997, 22.340118443793052, 24.872618640996162, 20.762008840215397]",,,,,TRUE,2313.684,2,-1.22913368,106681.3411,TRUE
308,500,450900,"[0.0, 10.0, 0.0, 22.36504064182636, 22.534698782536065, 20.786931038248706]",,,,,TRUE,2325.672,1,-1.058064846,107239.6128,TRUE
309,500,450900,"[0.0, 10.0, 2.997, 21.962840713181215, 24.99035374440119, 20.38473110960356]",,,,,TRUE,2319.678,2,-0.955177235,107790.7202,TRUE
310,500,450900,"[0.0, 10.0, 0.0, 22.26086124537642, 22.43455865653698, 20.682751641798767]",,,,,TRUE,2289.708,1,-1.072236784,108361.808,TRUE
311,500,450900,"[0.0, 10.0, 2.997, 21.9631678867563, 24.990687824998297, 20.385058283178644]",,,,,TRUE,2295.702,2,-0.955114683,108929.2498,TRUE
312,500,450900,"[0.0, 10.0, 2.997, 22.077244780442904, 24.60392393941386, 20.49913517686525]",,,,,TRUE,2283.714,2,-2,109512.8251,TRUE
313,500,450900,"[0.0, 10.0, 2.997, 22.343529118290434, 24.87478480199305, 20.76541951471278]",,,,,TRUE,2271.726,2,-1.229350251,110062.9327,TRUE
314,500,450900,"[0.0, 10.0, 2.997, 21.884956287933306, 24.909779469770328, 20.30684668435565]",,,,,TRUE,2295.702,2,-0.970830308,110631.716,TRUE
315,500,450900,"[0.0, 10.0, 2.997, 21.49289827228901, 24.007499609227974, 19.914788668711356]",,,,,TRUE,2301.696,2,-2,111178.0888,TRUE
316,500,450900,"[0.0, 10.0, 0.0, 22.322364063968344, 22.491073611160672, 20.74425446039069]",,,,,TRUE,2289.708,1,-1.065264768,111756.5743,TRUE
317,500,450900,"[0.0, 10.0, 0.0, 22.14611508029315, 22.288212170485092, 20.568005476715495]",,,,,TRUE,2295.702,1,-1.108210854,112318.7836,TRUE
